,url,uuid
0,http://s3.spanglefish.com/s/34483/documents/policies/standing-orders-adopted-17th-may-2016.docx,e0e7d23f-d3a7-4d4b-a0d0-5567211854cf
1,https://d32ogoqmya1dw8.cloudfront.net/files/integrate/teaching_materials/food_security/student_materials/pre-class_assignment_caribean_regio.docx,01d45a0f-f316-43eb-bbba-e7daf209021a
2,http://www.anapolis.go.gov.br/portal/arquivos/files/FichadeinscricaoXADREZ.docx,34d30389-4b91-417d-b883-6ee14b7264f2
3,https://www.health.govt.nz/system/files/documents/publications/indicator-interpretation-guide-2015-16-nzhs-dec16.docx,067b122e-204a-456c-82a7-ac0bbd3c2bd9
4,https://repositorio-aberto.up.pt/bitstream/10216/76009/2/27872.docx,6d6063ed-24d8-4f83-9332-fe71c2a50716
5,http://media.hometeamsonline.com/photos/baseball/BRIGHTONBULLDOGS2/2017_17U_Summer_Roster5.docx,309018a1-86bb-42ba-9557-a04de8633268
6,http://www.doit.state.nm.us/pcc/docs/2014January22/DOT%20-%20E-Citation%20-%20Initiation%20Planning/DOT%20E-Citation%20FINAL%20Project_Management_Plan%202014-01-22.docx,a82b60bc-815f-42c5-baf6-1aac5d1e66d3
7,https://www.baphiq.gov.tw/files/web_articles_files/baphiq/14812/8019.docx,ebde6eef-57d6-4a45-91e3-5e545ac37192
8,http://ssu.ac.ir/cms/fileadmin/user_upload/Moavenatha/Mamozeshi/estedad.e.derakhshan/aiennameha/aeinnameh.e.estedad.e.derakhshan.docx,2a4c8f59-1f0d-4081-a752-1960317f3a75
9,http://www.suzanneduncanmd.com/upload/EMG%20and%20Nerve%20Conduction%20Studies%20Explained.docx,6cbb536b-7212-47cd-a17a-f5c89020f596
10,https://www.tracy.k12.ca.us/sites/rnewton/AP%20Stats%20201617/5.09%20Unit%205%20Test%20Practice%204.docx,e3b55b56-093c-45e4-9ab9-948667441263
11,http://www.ipa.go.jp/files/000056984.docx,ad06fa90-2283-44b4-b3bd-6e4f2655909a
12,http://uir.ulster.ac.uk/33626/1/Accepted%20contrast%20media%20manuscript.docx,761ec003-251d-4679-9155-b394a08b0e2a
13,https://biblio.ugent.be/publication/6957032/file/6957185.docx,671d589a-2076-4b1e-bfdd-e76ce096031a
14,https://jwpblog.files.wordpress.com/2011/07/sons-veto-teching-notes.docx,0230b7c4-9760-42ee-aa9b-7a4230696156
15,http://static.akipress.org/127/.storage/runews3/files/docs_sa/1c63870ef64c3bfda1ed5d1538b08ee7.docx,76fc2891-3a6f-4fb9-acce-e51f38f5b849
16,http://www.humbleisd.net/cms/lib2/TX01001414/Centricity/Domain/3669/Leaf%20Disk%20Lab%20Class%20Data%202016docx.docx,3eb1f95e-47e3-47d6-b9ce-8a89c5ffb2e9
17,http://eprints.whiterose.ac.uk/96055/1/ART_2666_Research_Policy_and_Planning_KB_revised.docx,5815f272-c68a-4434-8e3d-4f7bcd1b13ae
18,http://iibf.cbu.edu.tr/db_images/file/prof--dr--cuneyt-yenal-kesbic-1869TR.docx,26955860-8a34-4b15-838a-fd48b0ccc26c
19,https://s3.amazonaws.com/media.cloversites.com/ac/ac66ee2f-e2fc-4c90-b03d-b2537c10925b/documents/2015-2016_Calendar.docx,db401d41-ff6a-41e2-b502-31427438acc0
20,https://s3.amazonaws.com/pubtemp/live/content/Rosary/documents/20161125114029.docx,bdc25852-4b54-4494-bf28-2a80748313fb
21,http://www.scottsboro.org/~flewis/SF%20Reading%20Street/Jim%20Pluskota%20-%20test%20info/4th%20Grade%20Unit%20Skills.docx,0104275a-8370-4e8b-97b4-8ae6afb71c68
22,http://www.tokarnia.info.pl/php/pliki/2017/analiza_stanu_gospodarki2014.docx,48770c52-e9cf-441c-ab62-f98c1ef333d0
23,http://www2.faytechcc.edu/academics/c55860earlychildhoodpreschoolcert.docx,1c511d7c-0564-4ebc-862a-f48c3c10ca5e
24,https://is.muni.cz/do/rect/AS/zapisy/70251450/70305382/Priloha_c._3_Studijni_a_zkusebni_rad_Masarykovy_univerzity.docx,d2d9c34f-b0bd-4b08-bfe9-4fe02f08f317
25,https://ayusrirejekiblog.files.wordpress.com/2016/12/sistem_informasi_reservasi_kamar_hotel.docx,ab659caf-60a9-43d4-ad55-16ac83e9e0c0
26,http://www.era.europa.eu/Document-Register/Documents/ERA_ERTMS_040092%20v100.docx,bbbb1e8f-34f7-4eb8-b49c-e7fa3026831d
27,http://lylescolleges.com/approvals/LBC_F%20SPFS%20Man_112817.docx,e1e56293-c21b-4c7f-bb20-63ffe99e8d85
28,http://jpkc.fudan.edu.cn/picture/article/272/9d/a9/f03b665843789c8a40abac09ee7e/27af7a30-aa7f-4a8e-a2ff-5349d0deb536.docx,2a251bc6-e2a9-4906-8b7d-6f26cc2f8ffe
29,http://images.pcmac.org/SiSFiles/Schools/AL/PelhamCity/RiverchaseMiddle/Uploads/DocumentsCategories/Documents/Chapter%203%20Study%20Guide.docx,1b88326b-7991-4ab4-95ff-ee0d45cce121
30,http://www.qlotc.cn/uploadfile/guquan161228/201612281037261118.docx,11970745-8f20-46ab-85e0-174232670f4b
31,https://www.dlgsc.wa.gov.au/resources/publications/Publications/DLGC%20Annual%20Report%202014-2015/DLGC-AR-2014-15-Full-Version.docx,a52f5efe-61fb-4eac-a32b-c993dba0ca8d
32,http://www.cherel.org.au/media/28516/cherel_mh_ambulatory_data_dictionary-final-20-07-15.docx,382fd3e3-b5e0-4ed0-bb8e-d2f0f9358265
33,http://www7.nau.edu/avpaa/files/UCC-E13-14/1_10813/HA250.docx,50937ded-bdc2-4664-aad4-0f48428130f1
34,http://www.usm.md/wp-content/uploads/2012/12/2007.docx,84274c87-a021-45c4-a524-db562cc9da53
35,http://www.etenders.gov.za/sites/default/files/tenders/RFP%20Template_Services%20Mar2015%20PROFESSIONAL%20SERVICES.docx,1fb6f68e-3a7b-4958-81fa-af697099c82e
36,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbgg/P020171023660710745010.docx,61c91744-f44a-4acc-931e-aa97757783fc
37,https://www.aer.gov.au/system/files/Electricity%20report%2018%20-%2024%20Dec%202016_0.docx,c9489769-ee8b-4d16-bc74-a7a90c54926f
38,http://www.research.pitt.edu/sites/default/files/Outgoing%20Material%20Transfer%20Agreement%20Submission%20Form%20-%20%20LEGACY%20-%20091514.docx,91e9968f-b77d-4fe5-9a8b-ab08354059eb
39,http://s3-ap-southeast-2.amazonaws.com/resources.farm1.mycms.me/curtainhardware-com-au/Resources/Products/Blind%20Systems/Series%2048%20Classique%20Delux%20Series/Classique%20Info%20Manual%20May%202015.docx,a94bcfc1-7a37-4c8c-8ff9-30d2148d9aaf
40,http://www.dspace.espol.edu.ec/bitstream/123456789/20562/1/DelaMar%20Resort.docx,d547abf4-45ad-479c-8ce3-ca5ed68c8530
41,http://www.iitha.gov.cn/upLoad/files/file/20180109/20180109110341_5906.docx,5e7ea3d8-59e3-41af-920c-9815c3a13ded
42,http://www.uctc.upm.edu.my/upload/dokumen/10213_BORANG_PERMOHONAN_KTP_-PSH.docx,84aa0e34-1d34-4dc5-aa1a-dad89988eb38
43,http://www.health.act.gov.au/sites/default/files//new_policy_and_plan/Residential%20Aged%20Care%20Facility%20Placement%20Operational%20Procedure.docx,40238c29-bca9-43b2-a6d9-7a12f92f7c12
44,https://www.water.vic.gov.au/__data/assets/word_doc/0019/54244/Decommissioning-dams-A-guide-for-dam-owners.docx,b0a9fae3-8e39-47d2-a0b4-4d8872702c3d
45,https://download.lww.com/wolterskluwer_vitalstream_com/PermaLink/ALN/B/ALN_2018_01_02_KLINGER_ALN-D-17-00763_SDC6.docx,c5eeff9e-ccda-452a-a819-856683aa915c
46,http://uir.ulster.ac.uk/28188/1/Caregiving%2C_family_burden_and_medication_adherence.docx,3d50a095-829d-4a4a-ad8a-c0a428eb38e5
47,http://faculty.kfupm.edu.sa/coe/mudawar/ics103/exams/ICS103-midterm-141-Solution.docx,19fee2a6-03ab-4d96-88b9-bb23a0ef852f
48,https://www.whatdotheyknow.com/request/94010/response/237793/attach/3/CMP%20Final.docx,f1d94a42-5c53-41fb-a4e0-c12651407c69
49,https://www.usda.gov/nofear/documents/NoFearFY2012.docx,166915fd-32dc-490f-a991-d7213a7d8fdb
50,http://tap.mk.gov.lv/doc/2016_11/IZMZino_081116_Erasmus+.2514.docx,9c563297-1d07-44df-a3a3-a9bafab22149
51,https://www.hbbtv.org/wp-content/uploads/2015/07/HbbTV-SPEC15-00001-003-specification_with_errata-integrated.docx,e57018ce-8a17-4c90-ab22-010e7288b2cc
52,http://www.canaanacademy.co.za/pdf/2015%20Matric%20%20Performance%20%20in%20CANAAN%20ACADEMY.docx,bae38b09-164f-456d-b238-8ad6d24e5a8c
53,http://www.ro-ua.net/en/wp-content/uploads/2014/10/ROUA-PROGRAMME-1502101.docx,90157e46-a21e-4a36-9d40-44b729e20b66
54,http://sabberkshirewest.co.uk/media/1239/reading-bc-adult-safeguarding-annual-report-2015-16.docx,6ced7001-9888-4462-8bc7-1b36bd01e9c8
55,http://congresodurango.gob.mx/Archivos/lxvi/decretos/DEC279.docx,f29445ac-13e6-4362-a1e7-ac1fdcb0a6bd
56,http://210.70.183.25/admissions_Doc/BulletinNews_Doc/106/01/10601004001.docx,8ca9cff8-3f43-4c79-b78e-674dc6a5a204
